SIBOR DATE,SIBOR 1M,SIBOR 3M,SIBOR 6M,SIBOR 12M
13/01/2023,4.13106,4.25,0,0
16/01/2023,4.13106,4.25,0,0
17/01/2023,4.13106,4.25,0,0
18/01/2023,4.13106,4.25,0,0
19/01/2023,4.13106,4.25,0,0
20/01/2023,4.13106,4.25,0,0
25/01/2023,4.13106,4.25,0,0
26/01/2023,4.13106,4.25,0,0
27/01/2023,4.13106,4.25,0,0
30/01/2023,4.13106,4.25,0,0
31/01/2023,4.13089,4.25,0,0
01/02/2023,4.10626,4.25,0,0
02/02/2023,4.11803,4.25,0,0
03/02/2023,4.08518,4.24857,0,0
06/02/2023,4.08124,4.24857,0,0
07/02/2023,4.06108,4.24857,0,0
08/02/2023,4.00429,4.24857,0,0
09/02/2023,3.96143,4.1875,0,0
10/02/2023,3.95571,4.1875,0,0
13/02/2023,3.95411,4.1875,0,0
14/02/2023,3.95429,4.1875,0,0
15/02/2023,3.94571,4.1875,0,0
16/02/2023,3.965,4.1875,0,0
17/02/2023,3.965,4.1875,0,0
20/02/2023,3.96571,4.18357,0,0
21/02/2023,3.96571,4.18357,0,0
22/02/2023,3.965,4.18357,0,0
23/02/2023,3.99571,4.18357,0,0
24/02/2023,4.08214,4.18643,0,0
27/02/2023,4.09107,4.18643,0,0
28/02/2023,4.09571,4.18643,0,0
01/03/2023,4.09714,4.18643,0,0
02/03/2023,4.09857,4.18643,0,0
03/03/2023,4.09857,4.18643,0,0
06/03/2023,4.09857,4.18643,0,0
07/03/2023,4.09857,4.18643,0,0
08/03/2023,4.09857,4.18643,0,0
09/03/2023,4.09857,4.18643,0,0
10/03/2023,4.09857,4.18643,0,0
13/03/2023,4.09857,4.1875,0,0
14/03/2023,4.09857,4.18643,0,0
15/03/2023,4.09857,4.18643,0,0
16/03/2023,4.09857,4.18643,0,0
17/03/2023,4.09857,4.1875,0,0
20/03/2023,4.09857,4.1875,0,0
21/03/2023,4.09857,4.1875,0,0
22/03/2023,4.09857,4.1875,0,0
23/03/2023,4.09857,4.1875,0,0
24/03/2023,4.09857,4.1875,0,0
27/03/2023,4.09857,4.1875,0,0
28/03/2023,4.09857,4.1875,0,0
29/03/2023,4.09857,4.1875,0,0
30/03/2023,4.09857,4.1875,0,0
31/03/2023,4.09714,4.1875,0,0
03/04/2023,4.04,4.1875,0,0
04/04/2023,4.04,4.1875,0,0
05/04/2023,4.04,4.1875,0,0
06/04/2023,3.98619,4.18643,0,0
10/04/2023,3.96929,4.18643,0,0
11/04/2023,3.96571,4.18643,0,0
12/04/2023,3.965,4.18643,0,0
13/04/2023,3.96571,4.18643,0,0
14/04/2023,3.95238,4.18643,0,0
17/04/2023,3.95,4.18643,0,0
18/04/2023,3.89518,4.18321,0,0
19/04/2023,3.89143,4.18179,0,0
20/04/2023,3.89,4.18179,0,0
21/04/2023,3.94857,4.1825,0,0
24/04/2023,3.95,4.0875,0,0
25/04/2023,3.95,4.0875,0,0
26/04/2023,3.95,4.0875,0,0
27/04/2023,3.95,4.0875,0,0
28/04/2023,3.95,4.0875,0,0
02/05/2023,3.95,4.0875,0,0
03/05/2023,3.95,4.0875,0,0
04/05/2023,3.95,4.0875,0,0
05/05/2023,3.95,4.0875,0,0
08/05/2023,3.95,4.0875,0,0
09/05/2023,3.95,4.0875,0,0
10/05/2023,3.95,4.0875,0,0
11/05/2023,3.95,4.08679,0,0
12/05/2023,3.95,4.08571,0,0
15/05/2023,3.95,4.08571,0,0
16/05/2023,3.95,4.08571,0,0
17/05/2023,3.95,4.08571,0,0
18/05/2023,3.95,4.08571,0,0
19/05/2023,3.95,4.08679,0,0
22/05/2023,3.95,4.08571,0,0
23/05/2023,3.95,4.08571,0,0
24/05/2023,3.95,4.0875,0,0
25/05/2023,3.95,4.0875,0,0
26/05/2023,3.95,4.08821,0,0
29/05/2023,3.95,4.08857,0,0
30/05/2023,3.95238,4.08893,0,0
31/05/2023,3.95238,4.08929,0,0
01/06/2023,3.95238,4.08964,0,0
05/06/2023,3.95238,4.08964,0,0
06/06/2023,3.95238,4.08964,0,0
07/06/2023,3.95238,4.08964,0,0
08/06/2023,3.95238,4.08929,0,0
09/06/2023,3.95238,4.08929,0,0
12/06/2023,3.95238,4.08964,0,0
13/06/2023,3.95238,4.09,0,0
14/06/2023,3.95238,4.09,0,0
15/06/2023,3.95238,4.09,0,0
16/06/2023,3.95238,4.09,0,0
19/06/2023,3.95238,4.08964,0,0
20/06/2023,3.95238,4.08929,0,0
21/06/2023,3.95238,4.08929,0,0
22/06/2023,3.95238,4.08929,0,0
23/06/2023,3.95238,4.08929,0,0
26/06/2023,3.95238,4.08929,0,0
27/06/2023,3.95238,4.08929,0,0
28/06/2023,3.95238,4.08929,0,0
30/06/2023,3.95238,4.08964,0,0
03/07/2023,3.95238,4.08786,0,0
04/07/2023,3.95238,4.08786,0,0
05/07/2023,3.95238,4.08786,0,0
06/07/2023,3.95238,4.08786,0,0
07/07/2023,3.95238,4.08786,0,0
10/07/2023,3.95238,4.08786,0,0
11/07/2023,3.95238,4.08786,0,0
12/07/2023,3.95238,4.08786,0,0
13/07/2023,3.95238,4.08786,0,0
14/07/2023,3.95238,4.08786,0,0
17/07/2023,3.95238,4.08786,0,0
18/07/2023,3.95238,4.08786,0,0
19/07/2023,3.95238,4.08786,0,0
20/07/2023,3.95238,4.08786,0,0
21/07/2023,3.95238,4.08786,0,0
24/07/2023,3.95238,4.08786,0,0
25/07/2023,3.95238,4.08786,0,0
26/07/2023,3.95238,4.08786,0,0
27/07/2023,3.95238,4.08786,0,0
28/07/2023,3.95238,4.08786,0,0
31/07/2023,3.95238,4.08786,0,0
01/08/2023,3.95238,4.08786,0,0
02/08/2023,4.025,4.05983,0,0
03/08/2023,4,4.05697,0,0
04/08/2023,4,4.05697,0,0
07/08/2023,4.025,4.05697,0,0
08/08/2023,4.025,4.05697,0,0
10/08/2023,4.025,4.05697,0,0
11/08/2023,4,4.05697,0,0
14/08/2023,4,4.05697,0,0
15/08/2023,4,4.05697,0,0
16/08/2023,4,4.05697,0,0
17/08/2023,4,4.05697,0,0
18/08/2023,4,4.05697,0,0
21/08/2023,4,4.05697,0,0
22/08/2023,4,4.05697,0,0
23/08/2023,4,4.05697,0,0
24/08/2023,4.025,4.05697,0,0
25/08/2023,4.025,4.05644,0,0
28/08/2023,4.025,4.05644,0,0
29/08/2023,4.025,4.05644,0,0
30/08/2023,4.025,4.05644,0,0
31/08/2023,4.025,4.05644,0,0
04/09/2023,4.025,4.05644,0,0
05/09/2023,4.025,4.05644,0,0
06/09/2023,4.025,4.05644,0,0
07/09/2023,4.025,4.05644,0,0
08/09/2023,4.025,4.05644,0,0
11/09/2023,4.025,4.05644,0,0
12/09/2023,4.025,4.05644,0,0
13/09/2023,4.025,4.05644,0,0
14/09/2023,4.025,4.05644,0,0
15/09/2023,4.025,4.05644,0,0
18/09/2023,4.025,4.05644,0,0
19/09/2023,4.025,4.05644,0,0
20/09/2023,4.025,4.05644,0,0
21/09/2023,4.025,4.05644,0,0
22/09/2023,4.025,4.05644,0,0
25/09/2023,4.025,4.05644,0,0
26/09/2023,4.025,4.05644,0,0
27/09/2023,4.025,4.05644,0,0
28/09/2023,4.025,4.05644,0,0
29/09/2023,4.025,4.05697,0,0
02/10/2023,4.025,4.05697,0,0
03/10/2023,4.025,4.05697,0,0
04/10/2023,4.025,4.05697,0,0
05/10/2023,4.025,4.05697,0,0
06/10/2023,4.025,4.05697,0,0
09/10/2023,4.025,4.05697,0,0
10/10/2023,4.025,4.05697,0,0
11/10/2023,4.025,4.05697,0,0
12/10/2023,4.025,4.05697,0,0
13/10/2023,4.025,4.05697,0,0
16/10/2023,4.025,4.05697,0,0
17/10/2023,4.025,4.05644,0,0
18/10/2023,4.025,4.05644,0,0
19/10/2023,4.025,4.05644,0,0
20/10/2023,4.025,4.05644,0,0
23/10/2023,4.025,4.05644,0,0
24/10/2023,4.025,4.05644,0,0
25/10/2023,4.025,4.05644,0,0
26/10/2023,4.025,4.05644,0,0
27/10/2023,4.025,4.05644,0,0
30/10/2023,4.025,4.05644,0,0
31/10/2023,4.025,4.05644,0,0
01/11/2023,4.025,4.05644,0,0
02/11/2023,4.025,4.05644,0,0
03/11/2023,4.025,4.05644,0,0
06/11/2023,4.025,4.05644,0,0
07/11/2023,4.025,4.05644,0,0
08/11/2023,4.025,4.05644,0,0
09/11/2023,4.025,4.05644,0,0
10/11/2023,4.025,4.05644,0,0
14/11/2023,4.02429,4.05644,0,0
15/11/2023,4.02429,4.05644,0,0
16/11/2023,4.02429,4.05644,0,0
17/11/2023,4.02429,4.05644,0,0
20/11/2023,4.02429,4.05644,0,0
21/11/2023,4.02429,4.05644,0,0
22/11/2023,4.02429,4.05644,0,0
23/11/2023,4.025,4.05644,0,0
24/11/2023,4.025,4.05644,0,0
27/11/2023,4.025,4.05644,0,0
28/11/2023,4.025,4.05644,0,0
29/11/2023,4.025,4.05644,0,0
30/11/2023,4.025,4.05644,0,0
01/12/2023,4.025,4.05644,0,0
04/12/2023,4.025,4.05644,0,0
05/12/2023,4.025,4.05644,0,0
06/12/2023,4.025,4.05644,0,0
07/12/2023,4.025,4.05644,0,0
08/12/2023,4.025,4.05644,0,0
11/12/2023,4.025,4.05644,0,0
12/12/2023,4.025,4.05644,0,0
13/12/2023,4.025,4.05644,0,0
14/12/2023,4.025,4.05644,0,0
15/12/2023,4.025,4.05644,0,0
18/12/2023,4.025,4.05644,0,0
19/12/2023,4.025,4.05697,0,0
20/12/2023,4.025,4.05697,0,0
21/12/2023,4.025,4.05697,0,0
22/12/2023,4.025,4.05697,0,0
26/12/2023,4.025,4.05697,0,0
27/12/2023,4.025,4.05697,0,0
28/12/2023,4.025,4.05697,0,0
29/12/2023,4.025,4.05697,0,0
02/01/2024,4.025,4.05697,0,0
03/01/2024,4.025,4.05697,0,0
04/01/2024,4.025,4.05697,0,0
05/01/2024,4.025,4.05697,0,0
08/01/2024,4.025,4.05697,0,0
09/01/2024,4.025,4.05697,0,0
10/01/2024,4.025,4.05697,0,0
11/01/2024,4.025,4.05697,0,0
12/01/2024,4.025,4.05697,0,0
15/01/2024,4.025,4.05697,0,0
16/01/2024,4.025,4.05644,0,0
17/01/2024,4.025,4.05644,0,0
18/01/2024,4.02429,4.05644,0,0
19/01/2024,4.02429,4.05644,0,0
22/01/2024,4.02429,4.05644,0,0
23/01/2024,4.02429,4.05644,0,0
24/01/2024,4.02429,4.05626,0,0
25/01/2024,4.02429,4.05626,0,0
26/01/2024,4.02429,4.05626,0,0
29/01/2024,4.02429,4.05626,0,0
30/01/2024,4.02429,4.05626,0,0
31/01/2024,4.02429,4.05626,0,0
01/02/2024,4.02429,4.05626,0,0
02/02/2024,4.02429,4.05626,0,0
05/02/2024,4.02429,4.05626,0,0
06/02/2024,4.02429,4.05626,0,0
07/02/2024,4.02429,4.05626,0,0
08/02/2024,4.02429,4.05626,0,0
09/02/2024,4.02429,4.05626,0,0
13/02/2024,4.02429,4.05626,0,0
14/02/2024,4.02429,4.05626,0,0
15/02/2024,4.02429,4.05626,0,0
16/02/2024,4.02429,4.05626,0,0
19/02/2024,4.02429,4.05626,0,0
20/02/2024,4.02429,4.05626,0,0
21/02/2024,4.02429,4.05626,0,0
22/02/2024,4.02429,4.05626,0,0
23/02/2024,4.02429,4.05626,0,0
26/02/2024,4.02429,4.05626,0,0
27/02/2024,4.02429,4.05626,0,0
28/02/2024,4.02429,4.05626,0,0
29/02/2024,4.02429,4.05626,0,0
01/03/2024,4.02429,4.05626,0,0
04/03/2024,4.02429,4.05626,0,0
05/03/2024,4.02429,4.05626,0,0
06/03/2024,4.02429,4.05626,0,0
07/03/2024,4.02429,4.05626,0,0
08/03/2024,4.02429,4.05626,0,0
11/03/2024,4.02429,4.05626,0,0
12/03/2024,4.025,4.05626,0,0
13/03/2024,4.025,4.05644,0,0
14/03/2024,4.025,4.05644,0,0
15/03/2024,4.025,4.05644,0,0
18/03/2024,4.025,4.05644,0,0
19/03/2024,4.025,4.05644,0,0
20/03/2024,4.025,4.05644,0,0
21/03/2024,4.025,4.05644,0,0
22/03/2024,4.025,4.05644,0,0
25/03/2024,4.025,4.05644,0,0
26/03/2024,4.025,4.05644,0,0
27/03/2024,4.025,4.05644,0,0
28/03/2024,4.025,4.05644,0,0
01/04/2024,4.025,4.05644,0,0
02/04/2024,4.025,4.05644,0,0
03/04/2024,4.025,4.05644,0,0
04/04/2024,4.025,4.05644,0,0
05/04/2024,4.025,4.05644,0,0
08/04/2024,3.98429,4.05179,0,0
09/04/2024,3.97619,4.05,0,0
11/04/2024,3.94429,4.05,0,0
12/04/2024,3.94429,4.05,0,0
15/04/2024,3.94286,4.05,0,0
16/04/2024,3.91286,4.05,0,0
17/04/2024,3.91143,4.05,0,0
18/04/2024,3.91143,4.05,0,0
19/04/2024,3.91143,4.05,0,0
22/04/2024,3.91143,4.05,0,0
23/04/2024,3.91143,4.05,0,0
24/04/2024,3.91143,4.05,0,0
25/04/2024,3.91143,4.05,0,0
26/04/2024,3.91143,4.05,0,0
29/04/2024,3.91,4.05,0,0
30/04/2024,3.91,4.05,0,0
02/05/2024,3.91,4.05,0,0
03/05/2024,3.91,4.05,0,0
06/05/2024,3.91,4.05,0,0
07/05/2024,3.91,4.05,0,0
08/05/2024,3.91,4.05,0,0
09/05/2024,3.91,4.05,0,0
10/05/2024,3.91,4.05,0,0
13/05/2024,3.91,4.05,0,0
14/05/2024,3.91,4.05,0,0
15/05/2024,3.91,4.05,0,0
16/05/2024,3.91,4.05,0,0
17/05/2024,3.91,4.05,0,0
20/05/2024,3.91,4.05,0,0
21/05/2024,3.91,4.05,0,0
23/05/2024,3.91,4.05,0,0
24/05/2024,3.91,4.05,0,0
27/05/2024,3.91,4.05,0,0
28/05/2024,3.91,4.05,0,0
29/05/2024,3.91,4.05,0,0
30/05/2024,3.91,4.05,0,0
31/05/2024,3.91,4.05,0,0
03/06/2024,3.91,4.05,0,0
04/06/2024,3.91,4.05,0,0
05/06/2024,3.91,4.05,0,0
06/06/2024,3.91,4.05,0,0
07/06/2024,3.91,4.05,0,0
10/06/2024,3.91,4.05,0,0
11/06/2024,3.91,4.05,0,0
12/06/2024,3.91,4.05,0,0
13/06/2024,3.91,4.05,0,0
14/06/2024,3.91,4.05,0,0
18/06/2024,3.91,4.05,0,0
19/06/2024,3.91,4.05,0,0
20/06/2024,3.91,4.05,0,0
21/06/2024,3.91,4.05,0,0
24/06/2024,3.91,4.05,0,0
25/06/2024,3.91,4.05,0,0
26/06/2024,3.91,4.05,0,0
27/06/2024,3.91,4.05,0,0
28/06/2024,3.91,4.05,0,0
01/07/2024,3.91,4.05,0,0
02/07/2024,3.91,4.05,0,0
03/07/2024,3.91,4.05,0,0
04/07/2024,3.91,4.05,0,0
05/07/2024,3.91,4.05,0,0
08/07/2024,3.91,4.05,0,0
09/07/2024,3.91,4.05,0,0
10/07/2024,3.91,4.05,0,0
11/07/2024,3.91,4.05,0,0
12/07/2024,3.91,4.05,0,0
15/07/2024,3.91,4.05,0,0
16/07/2024,3.91,4.05,0,0
17/07/2024,3.91,4.05,0,0
18/07/2024,3.91,4.05,0,0
19/07/2024,3.9,4.05,0,0
22/07/2024,3.9,4.05,0,0
23/07/2024,3.9,4.05,0,0
24/07/2024,3.9,4.05,0,0
25/07/2024,3.9,4.05,0,0
26/07/2024,3.9,4.05,0,0
29/07/2024,3.9,3.9,0,0
30/07/2024,3.9,3.9,0,0
31/07/2024,3.9,3.9,0,0
01/08/2024,3.87583,3.9,0,0
02/08/2024,3.85,3.9,0,0
05/08/2024,3.85,3.9,0,0
06/08/2024,3.85,3.9,0,0
07/08/2024,3.85,3.8,0,0
08/08/2024,3.85,3.8,0,0
12/08/2024,3.85,3.8,0,0
13/08/2024,3.85,3.8,0,0
14/08/2024,3.85,3.8,0,0
15/08/2024,3.85,3.8,0,0
16/08/2024,3.825,3.8,0,0
19/08/2024,3.825,3.8,0,0
20/08/2024,3.8,3.8,0,0
21/08/2024,3.75167,3.8,0,0
22/08/2024,3.7,3.7,0,0
23/08/2024,3.7,3.7,0,0
26/08/2024,3.65167,3.7,0,0
27/08/2024,3.65,3.7,0,0
28/08/2024,3.65,3.7,0,0
29/08/2024,3.65,3.7,0,0
30/08/2024,3.65,3.7,0,0
02/09/2024,3.65,3.7,0,0
03/09/2024,3.65,3.7,0,0
04/09/2024,3.65,3.7,0,0
05/09/2024,3.65,3.7,0,0
06/09/2024,3.65,3.7,0,0
09/09/2024,3.65,3.7,0,0
10/09/2024,3.65,3.7,0,0
11/09/2024,3.65,3.69667,0,0
12/09/2024,3.64833,3.55,0,0
13/09/2024,3.64833,3.55,0,0
16/09/2024,3.64833,3.55,0,0
17/09/2024,3.64833,3.55,0,0
18/09/2024,3.64833,3.55,0,0
19/09/2024,3.64833,3.55,0,0
20/09/2024,3.5,3.4,0,0
23/09/2024,3.5,3.4,0,0
24/09/2024,3.5,3.4,0,0
25/09/2024,3.5,3.4,0,0
26/09/2024,3.5,3.4,0,0
27/09/2024,3.5,3.4,0,0
30/09/2024,3.5,3.4,0,0
01/10/2024,3.355,3.30167,0,0
02/10/2024,3.35167,3.3,0,0
03/10/2024,3.35167,3.3,0,0
04/10/2024,3.35167,3.3,0,0
07/10/2024,3.35167,3.3,0,0
08/10/2024,3.35,3.3,0,0
09/10/2024,3.35,3.3,0,0
10/10/2024,3.35,3.3,0,0
11/10/2024,3.35,3.3,0,0
14/10/2024,3.35,3.3,0,0
15/10/2024,3.35,3.3,0,0
16/10/2024,3.3,3.3,0,0
17/10/2024,3.3,3.3,0,0
18/10/2024,3.3,3.3,0,0
21/10/2024,3.28,3.3,0,0
22/10/2024,3.28,3.3,0,0
23/10/2024,3.28,3.3,0,0
24/10/2024,3.28,3.3,0,0
25/10/2024,3.28,3.3,0,0
28/10/2024,3.28,3.3,0,0
29/10/2024,3.28,3.3,0,0
30/10/2024,3.28,3.3,0,0
01/11/2024,3.28,3.3,0,0
04/11/2024,3.28,3.3,0,0
05/11/2024,3.28,3.3,0,0
06/11/2024,3.28,3.3,0,0
07/11/2024,3.28,3.3,0,0
08/11/2024,3.28,3.3,0,0
11/11/2024,3.28,3.3,0,0
12/11/2024,3.28,3.3,0,0
13/11/2024,3.28,3.3,0,0
14/11/2024,3.28,3.3,0,0
15/11/2024,3.28,3.3,0,0
18/11/2024,3.28,3.3,0,0
19/11/2024,3.28,3.3,0,0
20/11/2024,3.28,3.3,0,0
21/11/2024,3.28,3.3,0,0
22/11/2024,3.28,3.3,0,0
25/11/2024,3.28,3.3,0,0
26/11/2024,3.28,3.3,0,0
27/11/2024,3.28,3.3,0,0
28/11/2024,3.28,3.3,0,0
29/11/2024,3.28,3.3,0,0
02/12/2024,3.28,3.3,0,0
03/12/2024,3.28,3.3,0,0
04/12/2024,3.28,3.3,0,0
05/12/2024,3.28,3.3,0,0
06/12/2024,3.28,3.3,0,0
09/12/2024,3.28,3.3,0,0
10/12/2024,3.28,3.3,0,0
11/12/2024,3.28,3.3,0,0
12/12/2024,3.28,3.3,0,0
13/12/2024,3.28,3.3,0,0
16/12/2024,3.28,3.3,0,0
17/12/2024,3.28,3.3,0,0
18/12/2024,3.28,3.3,0,0
19/12/2024,3.28,3.3,0,0
20/12/2024,3.28,3.3,0,0
23/12/2024,3.28,3.3,0,0
24/12/2024,3.28,3.3,0,0
26/12/2024,3.28,3.3,0,0
27/12/2024,3.28,3.3,0,0
30/12/2024,3.28,3.3,0,0
31/12/2024,3.28,3.3,0,0
